id,tanggal,platform,topik,teks,label
612,2026-06-21,YouTube,MBG,Klo bntuan blt semua hidup dari jaman suhator sampek jam an bak prabowo. Hanya 2 3 Terima dapat bantuan. Blt kukan kerna saya kaya atau maupun. Saya dan istri orng susah. Sewa kost. 3x3 itu pun sekat triplek. Dan punya ank 4 orng yg sekolah 2 yg masih blm sekolah 2 orng suami istri SD pun. Gk tamat. Dan suami istri hanya kerja buruh. Depadapatan di bawah 2 juta per bulan. Apa saya orng kaya. Dan setiap dapat jatah mbg ank. Saya miris saya sedih dan semakin terluka melihat apa yg di Terima ank. Saya. Jujur klo di bawak kerumah saya suruh buang. Tapi kerja di makan di sekolah saya diam. Kerna gk enk bayak hal jaga perasan bayak orng. Takut tersingung dan takut di bilang sombong. Atau takut buat bayak komplin saya dian dan sedih. Atas apa yg di Terima ank saya. Yg tidak layak. Yg di sebut 15 ribu. Klo saya itu di bawah 10 ribu. Padahal. Ke dua orang tua ya. Bayar pajak dari segi semua yg menyangkut pajak segala macam. Tapi dengan pemberian dan perhatian pemerintah miris dan sangat sakit. Jujur lebih baik sama sekali tidak dapat dari padan membuat luka dan sangat sakit,Negatif
613,2026-06-21,YouTube,MBG,Hukum mati biar anak anak sekolah yang makan MBG itu tau kalau korupsi koruptor di hukuman mati biar mereka besar menjadi anak yang takut hukum,Negatif
614,2026-06-21,YouTube,MBG,Hhh tutup saja yg jelas menghambur kan uang negara,Negatif
615,2026-06-21,YouTube,MBG,Itu omong kosong semua  itu mbg jelas menghambur kan uang negara,Negatif
616,2026-06-21,YouTube,MBG,Program uang triliunan jadi sampah buang di wc bangga  kebanyakan di korupsi,Negatif
617,2026-06-21,YouTube,MBG,Tdk percaya lagi masyarakat ini jls proyek bukan program pemerintah,Negatif
618,2026-06-21,YouTube,MBG,"Itu si andre apa gak malu yang dengar narsum pinter ini ngomong. Tenang, singkat, gak blibet, straight to the point  gitu",Negatif
619,2026-06-21,YouTube,MBG,"Tlg di buat kn para ahli2 survey independen,Mbg di stop apa di teruskan",Negatif
620,2026-06-21,YouTube,MBG,"Kamu yang jadi bandar nya negara(pembaysr pajsk) malah yang.pusing, uang.yg.kamu setorkan.di malimg.secara hura2",Negatif
621,2026-06-26,YouTube,MBG,"Prpresidennya ter lalu mempertahan kan program ugal ugalan menghabiskan anggaran besar,",Negatif
622,2026-06-26,YouTube,MBG,MBG .....MAKIN BANYAK GARONG,Negatif
623,2026-06-26,YouTube,MBG,Satu satunya jalan MBG harus di tutup,Negatif
624,2026-06-26,YouTube,MBG,"SPPG Fiktif bukan hanya di pulau jawa saja.... hampir di seluruh provinsi ada SPPG Fiktif....
Bukan sengkarut tapi otak maling nya yg luar biasa.",Positif
625,2026-06-26,YouTube,MBG,"Pak Presiden tangani baik dong, SPPG FIKTIF ini. Cari koruptornya..
Muak lihat org2 rakussss😫",Negatif
626,2026-06-26,YouTube,MBG,Setengah periode,Netral
627,2026-06-26,YouTube,MBG,Cukup satu periode,Netral
628,2026-06-26,YouTube,MBG,Fix ..2029 gw gak pilih lagi Prabowo..,Negatif
629,2026-06-26,YouTube,MBG,Heran juga nengok presiden niii ....kok gk jdi pelajaran...dh byk buat kesalahan....,Negatif
630,2026-06-26,YouTube,MBG,"Assalamualaikum wr wb. Good Job Pak Prabowo, Pak Burhanudin, dan Pak Purbaya 👍👍👍 Demi rakyat RI 👍👍👍 Tetap diteruskan saja NIAT MULIANYA Pak Prabowo, MBG nya Demi Rakyat RI 👍👍👍",Positif
631,2026-06-26,YouTube,MBG,Sayurnya di perbaiki jgn asal buat sayur,Negatif
632,2026-06-26,YouTube,MBG,"Benar kata P Mahfud, "" Hukum mati saja"" !",Negatif
633,2026-06-26,YouTube,MBG,Yg takut kelaparan pejabatnya bukan rakyatnya,Negatif
634,2026-06-26,YouTube,MBG,"Halo negara konoha...gimana kbr nya hari ini,apa baik baik ajak ..jdi bual bualan negara tetangga hhhh",Negatif
635,2026-06-26,YouTube,MBG,"Ganti MBG jadi MBK, Makan Bergizi Koruptor",Negatif
636,2026-06-26,YouTube,MBG,Paling nye nye nye nye,Positif
637,2026-06-26,YouTube,MBG,Yang punya dapur MBG fiktif mungkin siluman,Negatif
638,2026-06-26,YouTube,MBG,"mau banyak sppg fiktif jg gpp yg penting korupsi jalan terus  itu tujuan berdirinya MBG agar apbn bisa dikeurk habis""an tambah lagi hutang luar negerinya dong sebanyak"" nya bila perlu negara ini dijual saja demi kemakmuran dan kesejahteraan koruptor😂😂😂",Negatif
639,2026-06-26,YouTube,MBG,"Pemilik dapur niat awal nya bukan sosial
Tapi CUAN😢😢😢",Negatif
640,2026-06-26,YouTube,MBG,"Mending langsung di kasih 15rb perhari biar mamak mamaknya sendiri yg mikirin gizi anak anak mereka,pasti ekonomi bisa berputar",Positif
641,2026-06-26,YouTube,MBG,Cari malingnya,Negatif
642,2026-06-26,YouTube,MBG,Tidak mungkin cuma 100 kalau mereka bisa gerakkan pendemo pro mbg di seluruh provinsi,Negatif
643,2026-06-26,YouTube,MBG,"MBG berpuharus di jalankan, kalau ada kebocoran ya harus di benahi dan dijaga dan diperbaiki tapi bukan sampai stop karena ini, bukan soal mbg nya tapi demi generasi msa depan anak kita 20 taun yang akan datang, jadi supaya kita bisa bersaing dan sdm anak kita bisa bersaing seperti negara lain yang maju seperti japan yang ada mbg karena setiap protein dan gizi penting untuk masa depan anak kita kedepan, dan dari ekonomi ini langsung digucur ke desa agar manfaat nya bisa berantai dan seperti lapangan pekerjaan dan warung sembako hidup, petani dan nelayan, serta yang baru adalah petani ternak susu sapi bisa hidup agar bisa TKDN dalam negeri 100℅ demi mengerakan ekonomi dari bawah agar bisa hidup dan berputar",Positif
644,2026-06-26,YouTube,MBG,"RAKYAT LAPAR KARENA KEKAYAAN NEGARA, SDA NYA DIRAMPOK PENGUASA, PEJABAT, PARLEMEN, APARAT, PENEGAK HUKUM, OLIGARKI YANG SALING BERKOLABORASI DEMI KEKAYAAN ANAK CUCU 7 KETURUNAN KARENA MASIH KELAPARAN DENGAN HARTA.
RAKYAT LAPAR KARENA EKONOMI MASYARAKAT MATI AKIBAT DAYA BELI RENDAH, BEBAN HIDUP TINGGI DAN TIDAK ADA LAPANGAN KERJA.
RAKYAT LAPAR KARENA KEBIJAKAN2 YANG DIBUAT HANYA UNTUK MENGKAYAKAN SEGELINTIR ORANG TAPI MEMISKINKAN RATUSAN JUTA ORANG.
ZAMAN PAK HARTO TIDAK ADA MBG TAPI TIDAK ADA PROGRAM YANG MERAMPOK KEKAYAAN NEGARA SEHABIS2NYA ATAS NAMA PROGRAM MENGENYANGKAN RAKYAT DAN GIZI. PADAHAL HARI INI YANG KELAPARAN DAN KURANG GIZI KALANGAN ATAS YANG SEMAKIN HARI SEMAKIN SERAKAH DAN TIDAK TAKUT DENGAN HUKUMAN ALLAH. BANYAK INDUSTRI2 HILIR YANG BISA DIBANGUN DI SETIAP DAERAH DENGAN BAHAN BAKU HASIL PERTANIAN, PERKEBUNAN, TAMBANG DSB UNTUK MEMBUKA LAPANGAN KERJA BAGI ORANGTUA2 DAN GENERASI MUDA DARI SABANG SAMPAI MERAUKE AGAR RAKYAT DAPAT MEMBERI MAKAN DAN GIZI BAGI KELUARGANYA  NEGARA INI DIBANGUN BUKAN UNTUK BUAT DAPUR UMUM. JUSTRU PARA PEDAGANG DAN MASYARAKAT  MENGELUH KARENA SEMBAKO NAIK SEJAK ADA MBG. MBG MERAMPOK KEKAYAAN NEGARA DAN JUGA DAYA BELI MASYARAKAT",Negatif
645,2026-06-26,YouTube,MBG,"PEMERINTAHAN PRABOWO-GIBRAN ADALAH PEMERINTAHAN BTL ( BUTA, TULI & LUMPUH OTAKNYA ).
SAKIT JIWA & BERKELAINAN MENTAL, MANA MUNGKIN BISA BENAR NGURUS NEGARA   BAHAYA JIKA TERUS DILANJUTKAN. BAKAL HANCUR & BERANTAKAN BANGSA & NEGARA INI.
Ribuan SPPG fiktif  tersebar diseluruh indonesia.",Negatif
646,2026-06-26,YouTube,MBG,KLO niat MBG yg srius anti korupsi alangkah baiknya dana di transfer aja ke rekening orang tua masing2 lebih mudah di data dan akurat karna sesuai data murid di sekolah,Positif
647,2026-06-26,YouTube,MBG,Kalau pun program MBG ingin di jalankan maka agar TDK terjadi jebolnya APBN bubarkan lembaga BGN beserta personal yg ada ddlmnya lalu alihkan ke lembaga BPOM,Netral
648,2026-06-26,YouTube,MBG,"Jubir PEMERINTAH kalau lawan mas MEDIA pada takut semua,karna mas MEDIA data nya VALID 😂",Negatif
649,2026-06-26,YouTube,MBG,Percuma mau bilang ky apa jg nanti endingnya 2029 yg di pilih orang orang ky gitu jg tetep aja orang Golkar yg pd jd Pejabat Pemerintahan nya😮,Negatif
650,2026-06-26,YouTube,MBG,hitung sendiri lah itu baru 1 kabupaten...kalo 1 sppg insentip 6 jt/hr...kalo 100 sppg=600 jt... sdh berlangsung brp lama...????? ini kejahatan luar biasa... semua yg terlibat minimal dihukum 20 thn dan pelaku utama nya dihukum mati ataau seumur hidup tanpa remisi di Nusakambangan.,Negatif
651,2026-06-26,YouTube,MBG,Memang bedebah.yg atas dan bawah korup.ada sekolah murid cuman 30 dpt jatah MBG 90.ADA juga jatah MBG/ kepala di ambil 1000 rupiah utk jatah guru per 1 bulan di cairkan jadi uang dan di bagi rata.semua penipu,Negatif
652,2026-06-26,YouTube,MBG,PRESIDEN KEPALA BATUUUUU,Netral
653,2026-06-26,YouTube,MBG,Murah itu. Podo mau lah 350 juta murah apalagi udahnlegngkap plus produk di beli cash ..tapinklo bayar 1 Minggu Ndak lah bejol. ..modal apalgi PNS ada biaya2 siluman .contoh splier  harus setor 100 per kg  ke pemberi order pegawaiterkait ..,Negatif
654,2026-06-26,YouTube,MBG,100 x 6 juta. Sehari 🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑 prabowo presiden idaman.,Positif
655,2026-06-26,YouTube,MBG,"Ga mau melibatkan kantin & umkm sekolah aja saya udah curiga.. 
Membuka yayasan adalah konflik kepentingan untuk mempermudah merampok uang rakyat.. 
😂",Negatif
656,2026-06-26,YouTube,MBG,Bubarkan tak perlu evaluasi tutup saja MBG program penipu sarang koruptor JD tutup selamanya program yg hy menghabiskan pajak rakyat kok BS sppg yg fiktif ya MBG SDH menipu pemerintah d rakyat bubarkan akan selesai  permasalahan di negara kita ini tak perlu tata kelola lagi yg jelas sarang koruptor  koruptor ya ttp koruptor bubarkan hy memiskan rakyat di otak nya para pejabat SDH jahat bubarkan semuanya itu SDH disengajakan orak koruptor dibubarkan,Negatif
657,2026-06-26,YouTube,MBG,Masukan celios ttg MBG jk ditindak lanjuti.maka masyarakat yg memang sangat perlu dibantu MBG itu saja yg terbantu,Negatif
658,2026-06-26,YouTube,MBG,Yaa Alloh uang rakyat di hambur2 kan sama pemerintah rusak banget,Negatif
659,2026-06-26,YouTube,MBG,"MEREKA PADA KEMANA SIH? LUAR BIASA NYA BARU TAU SEKARANG? AH SUDAHLAH, IKAN BUSUK DARI KEPALA",Negatif
660,2026-06-26,YouTube,MBG,"Lanjutkan MBG kami petani menik mati pedapatan dari mbg,dan basmi oknum yg nakal,",Negatif
661,2026-06-26,YouTube,MBG,"Mestinya pa presiden ..sebagai seorang jendral TNI ..memiliki nyali , keberanian  untuk mengakui kegagalannya mengelola APBN .dan perbaiki kesalahannitu.
Orang yg di cintai dan dianggap jujur , berani ..adalah orang yg dgn gagah berani mengaku kesalahan nya 
Tanpa itu jangan harap  presiden  dapat memperbaiki kerusakan ini.
Jendral ?  ..hmmmm...jendral bermental satpam !",Positif
662,2026-06-26,YouTube,MBG,"MBG harus di bubar kan . Salah satu penyebab mahalnya bahan pokok dan sayuran karena ada nya MBG,,,,,

Heran juga negara ini. Duit dari hasil hutang tapi di gunakan tdk tepat sasaran .. MBG dan koperasi merah putih,,,,,ini adalah ladang korupsi terbesar di sedunia..",Negatif
663,2026-06-26,YouTube,MBG,Astaghfirullah 🤮🤮🤮 tidak mbg sppg🚫🚫🚫🚫🚫,Negatif
664,2026-06-26,YouTube,MBG,"Inflasi semakin mencekik, negara tetap hamburkan uang, koplak 😅",Negatif
665,2026-06-26,YouTube,MBG,"Udh dibilang jangan pilih pemimpin joget2, gemoy2 alhasil hancur lebur",Negatif
666,2026-06-26,YouTube,MBG,Pocong pun makan mbg😂😂,Negatif
667,2026-06-26,YouTube,MBG,"Yg benar dapurnya di setiap sekolah setempat ada berapa siswa di sekolah2 itu ada berapa juru masaknya dan libatkan pihak pukesmas masalah gizinya ,tidak usah memakai alat angkut yg memakan uang banyak.",Positif
668,2026-06-26,YouTube,MBG,Dari awal sudah ada potensi korupsi tp pemerintah tuli  gak mau mendengar keluhan rakyat,Negatif
669,2026-06-26,YouTube,MBG,"INI BARU 1 KABUPATEN , JAN KOPLAK, JABANG BAYI , DOH DOH SING ADOH.",Netral
670,2026-06-26,YouTube,MBG,"Usuutt tuntass sampe keakar2nyaa..yg buat kebijakann jgn sampee loloss,sangat2 dzolimm kebodohannya,mbg,kdmp,dan program2 laen yg mengurass uang rakyatt",Negatif
671,2026-06-26,YouTube,MBG,Semakin besar anggaran semakin besar kemungkinan dikorupsi.... 😢😢😢😢,Negatif
672,2026-06-26,YouTube,MBG,MBG   manufer  penghianat Prabowo  sengaja dikacaukan agar Prabowo jelek,Negatif
673,2026-06-26,YouTube,MBG,pastilah didemo (pengusaha2 dapur SPPG+karyawan2nya) itu MBG untuk terus dilanjutkan..😂😂😂,Negatif
674,2026-06-26,YouTube,MBG,Mbg dan kdmp sangat rawan korupsi dan kebocoran anggaran dalam jumlah JUMBO.,Netral
675,2026-06-26,YouTube,MBG,Bayangkan...di Cilacap aja ada 100 SPPG Fiktif...belum di daerah=daerah terpencil lain di indonesia...wajar jika Dadan bisa setor 2 T ke mantan yang amat sangat culas dan rakus,Negatif
676,2026-06-26,YouTube,MBG,"Apa dia pikir dengan asal perintah, program akan langsung jalan mulus ya? Tiba2 aja gt dadakan ? Konyol banget....terus disangkanya dengan perintah saja, dibangunkan saja gedungnya koperasi bakal jalan ???? Hadeuhhhh dangkal banget otaknya.",Negatif
677,2026-06-26,YouTube,MBG,dari 10+6 aja udah bisa disimpulkan,Netral
678,2026-06-26,YouTube,MBG,Program yg Joss 😂😂,Negatif
679,2026-06-26,YouTube,MBG,Setuju makanan kurang higenis karna di kejar waktu bukan seteril malah penyakit yang ada,Negatif
680,2026-06-26,YouTube,MBG,Tdak ada kata lain MBG HENTIKAN TOTAL!!!!! Kalu Prabowo ngotot.... Ceos yg ada,Negatif
681,2026-06-26,YouTube,MBG,"5:30 sya kira dulu begitu dikelola masing2 komunitas sekolah.
Ada yg bilang rawan penyalahgunaan anggaran, sentralisasi juga bocor kan😅
Biar sekolah masing2 yg urus",Negatif
682,2026-06-26,YouTube,MBG,Makanan index 6 rb yg sampai ke anak2 itu Bos,Negatif
683,2026-06-26,YouTube,MBG,makin parah korupsinya demi termul termul ...,Negatif
684,2026-06-26,YouTube,MBG,"Sppg fiktif sama juga kdmp pasti ada fiktif,Krn pemerintah pusat hanya lihat titik tpi TDK cek wujudnya,asal bayar sj😂😂",Negatif
685,2026-06-26,YouTube,MBG,"mas klo di kasihkan berupa makanan matengan / siap santap, masa aja. Pasti ada di koropsi yg bersangkutzn / pengelola. Klo setuju stop saj MBG seterus nya.",Negatif
686,2026-06-26,YouTube,MBG,"UDH DIBILANG MAHASIWA HENTIKAN DULU MBG ROMBAK SEMUA YA MENGHINDARI HAL KAYA GINI DAPUR FIKTIF SELAMA SETAHUN
HANCUR APBN BERUJUNG RAKYAT GAMAU BAYAR PAJAK",Negatif
687,2026-06-26,YouTube,MBG,Disengaja untuk mendulang biaya politik,Netral
688,2026-06-26,YouTube,MBG,"udah saatnya Indonesia mengurangi jumlah parpol.. makin banyak parpol,. makin gila-gilaan korupsi",Negatif
689,2026-06-26,YouTube,MBG,mbg tambah ruwer guru murid bubar kan aja di ganti uang aja pada anak skolah yg tidak mampu lebih efektif  biaya murah kok banyaken cingcong bubar kan beres,Negatif
690,2026-06-26,YouTube,MBG,PROGRAM YG MERUGIKAN KEUANGAN NEGARA DAN TIDAK BERMANFAAT BAGI RAKYAT INDONESIA..  MBG DAN KOPDES MERAH PUTIH WAJIB SEGERA DI HENTIKAN . PADAHAL SUDAH DI DEMO OLEH MAHASISWA TAPI PRABOWO TETAP MAKSA MELANJUTKAN PROGRAM MBG..,Negatif
691,2026-06-26,YouTube,MBG,Pemerintah budeg sebudeg budegnya,Netral
692,2026-06-26,YouTube,MBG,"Klwpun,g,di,hentikan,ksih,aja,uangnya,ke,guru2,,biar,di,pesankanan,sama,pemilik,warung,terdekat,itu,lebih,baik",Positif
693,2026-06-26,YouTube,MBG,"Transfer aja ke masing siswa 10rebu per hari, siswanya juga harus keluarha ekonomi ga mampu. Bisa lakikan pengecekan oleh petugas dulu apakah keluarga nya mampu apa tidak dengan cara cek rek, cek aset, rek listrik. Ataupun house visit. Dibatasi sampai SD saja. Yakin ini program dibawag 50 triliun doang. Bahkan bisa cuma 30 t",Netral
694,2026-06-26,YouTube,MBG,"Buktinya,dri,dlu,anak2,desa,alhmdulilah,sehat,smua,sampai,lulus,Mlah,smpai,kuliah,g,ad,yg,keracunan,jajanan,di,sekolah2",Positif
695,2026-06-26,YouTube,MBG,"Udah di level kayanya percuma deh kasih masukan ke pemerintah ujung2nya si pengkritik dibilang “antek asing” “dibayar” capek ,, padahal kita semua sayang sama pemerintah pengen punya pemerintah yang menyejahterakan,, 😢",Negatif
696,2026-06-26,YouTube,MBG,upeti kami di makan tikus BGN,Negatif
697,2026-06-26,YouTube,MBG,"Yang jelas ini ladang korupsi Krn pengawasan lemah,,,dg bukti banyak temuan dilapangan tetapi tindakan lambat,,,,,negeri amburadul,,,masukan dan saran Tokoh, Rakyat, Mahasiswa tidak didengar,,,",Negatif
698,2026-06-26,YouTube,MBG,"Sya,stju,skli,klw,ganti,dg,uang,biar,hnya,10,,,sehari",Positif
699,2026-06-26,YouTube,MBG,"Ini,di,jwa,timur,ibu2,,,dri,wali,murid,sudah,bosan,Krena,anak2,sudah,bosan,dg,mbg,di,skolah,JD,syang,klw,g,dikan,mka,lbih,baik,di,tutup,aj,ksih,uangnya,sja,lbih,aman,dn,jelass,gtu",Negatif
700,2026-06-26,YouTube,MBG,Mbg jangan di perbaiki tapi hentikan. Tiadakan mbg seperti sebelum adanya lebih baik.,Negatif
701,2026-06-26,YouTube,MBG,Bukan program nya yang salah tapi manusianya yang rakus,Negatif
702,2026-06-26,YouTube,MBG,Sebelum pelaku korupsi di hukum mati dari pusat sampai desa negara ngga akan maju. Sekalipun muslim  tapi tidak takut akhirat. Jadi yg tepat di berlakukan di indonesia korupsi di hukum mati baru pelaku korupsi takut.  Maka uang aman dg sendirinya negara baru maju.,Negatif
703,2026-06-26,YouTube,MBG,"Utk level sakit Indonesia saat ini, hukuman mati utk koruptor sepertinya sdh boleh di jalankan, para koruptor adalah pelanggar HAM berat",Negatif
704,2026-06-26,YouTube,MBG,"Ga heran . . di t4 gw ada SPPG, tp gaada kegiatan sama sekali",Negatif
705,2026-06-26,YouTube,MBG,Jawabannya SIBAPA simple EMANG GUE PIKIRIN....teriak teriak bocor tapi lubangnya ditambah lagi...mungkin beliau udah tua jadi balik lagi kayak bocil,Negatif
706,2026-06-26,YouTube,MBG,SEMAKIN MARAK JABATAN FIKTIF PROYEK FIKTIF KASUS FIKTIF GAJI FIKTIF BANTUAN FIKTIF ITU MODUS KORUPSI MANIPULASI YG BANYAK DI PEMERINTAHAN,Negatif
707,2026-06-26,YouTube,MBG,"Mohon presiden Prabowo merubah mekanisme MBG menjadi seperti KIP kartu Indonesia pintar.
Beri anak pelajar Kartu Makan Bergizi. Negara subsidi makan siang sebesar 15.000Rp dengan mengambil lewat ATM bank BRI. Lalu ibunya anak yang memasak atau membelikan nasi rames bergizi harga Rp15.000 sesuai selera makan anaknya.",Netral
708,2026-06-26,YouTube,MBG,"Alhamdulillah berita seperti ini tetap ada, tidak malah dibungkam, tetap bisa menyuarakan 👏",Positif
709,2026-06-26,YouTube,MBG,"MBG adalah tempatnya koropsi yg paling nyata ,karena minim banget pengawasan",Positif
710,2026-06-26,YouTube,MBG,"Kasihan keluarganya yg ikut program mbg menanghung dosa2 7 turunan,akibat ulah2 pemimpin yh serakah😊",Negatif
711,2026-06-26,YouTube,MBG,"1. Korupsi pengadaan
2. Penjualan titik
3. SPPG fiktif. 
4. Spek SPPG yg tdk sesuai

4 item ini pasti di lalukan oleh ordal  harusnya ini bisa cepat ditindaklanjuti. 

Yayasan/Mitra nya gampang sekali utk dicari

4. Menu yang tek sesuai

Cek Mitra/yayasan dan Ka/AG dam AK nya. 

Jangan sampai SPPG yg amanah jadi kena imbasnya",Negatif
712,2026-06-26,YouTube,MBG,"Inti nya pemerintahan prabowo adalah  pemerintahan terkorup dalam sejarah indonesia, bahkan terangan terangan dan besar besaran juga ugel ugelan.. 

Mampu kah indonesia bertahan jika berjalan 2 periode

Daerah jakarta banyak SPPG yang baru dibuka, coba lah kirim petugasnya yang jujur untuk mengecek fakta di lapangan, apakah anak anak di jakarta banyak yang  terkena stunting ??? Kenapa kota sebesar jakarta juga banyak sekali SPPG..???

Ayoolah pak mohon hentikan MBG dan KMP nya. Selamatkan rakyat indonesia dari kehancuran ekonomi.",Negatif
713,2026-06-26,YouTube,MBG,"Pemerintah sudah Tuli, Bisu dan tertutup mata Hati-nya sehingga Negeri ini menuju kehancuran😡",Negatif
714,2026-06-26,YouTube,MBG,Mbg kok ada investornya.. yg jelas ini bisnis bukan program bantuan....,Negatif
715,2026-06-26,YouTube,MBG,PROGRAM GERAKAN GEROMBOLAN DAJJAL PEMERINTAH MBG TOPENG YNG SANGAT TERANG BENDERANG PERAMPOKAN SELURUH KEKAYAAN NEGARA .UANG NEGARA DAN UANG RAKYAT STOP MBG.,Negatif
716,2026-06-26,YouTube,MBG,ayo masyarakat bangkit sadar dan awasi betul betul sppg yg ada di lingkungan masing masing... viral kan,Negatif
717,2026-06-26,YouTube,MBG,Dan presiden nya bilang Emang Gua Pikirin,Negatif
718,2026-06-26,YouTube,MBG,"Padahal tata kelola MBG sudah dikritik habis-habisan dari awal dilaksanakan, bahwa rawan korupsi, rawan diselewengkan, rawan KKN. Kan sekarang ketahuan, ada korupsi, dapur fiktif dan penyelewengan tata kelola. Pemimpin yang Ngeyel, egonya tinggi beginilah.",Negatif
719,2026-06-26,YouTube,MBG,"Tuhan, tolong selamatkan Indonesia...",Negatif
720,2026-06-26,YouTube,MBG,Nasi di buang saja dana cair😂😂😂,Negatif
721,2026-06-26,YouTube,MBG,MBG paling enak buat KORUPTOR,Positif
